asv	coef	trait	date	nitrogen	abs_coef	rank	top1p	top100	Functional_Tax_Group
asv_001276	0.000760631382916647	ExG	Aug22	overall	0.000760631382916647	1	1	1	Sphingomonas azotifigens-paucimobilis-leidyi
asv_001285	0.000962911000737693	NGR	Aug12	overall	0.000962911000737693	14	1	1	Rhodoplanes
asv_001285	0.00190995321455182	MGR	Aug12	overall	0.00190995321455182	14	1	1	Rhodoplanes
asv_001285	0.00168116316597928	VARI	Aug12	overall	0.00168116316597928	15	1	1	Rhodoplanes
asv_001285	-0.116650727498269	Woebbecke	Aug12	overall	0.116650727498269	31	1	1	Rhodoplanes
asv_001292	-0.116017216767111	Woebbecke	Aug22	overall	0.116017216767111	26	1	1	Piscinibacter
asv_001292	-0.0428955801760901	Woebbecke	Sept5	overall	0.0428955801760901	29	1	1	Piscinibacter
asv_001303	0.000573792876767718	GLI	Aug12	overall	0.000573792876767718	20	1	1	Oryzihumus terrae
asv_001303	0.000736353495652431	ExG	Aug12	overall	0.000736353495652431	24	1	1	Oryzihumus terrae
asv_001303	0.0018833193080814	MGR	Aug12	overall	0.0018833193080814	17	1	1	Oryzihumus terrae
asv_001303	0.000947955026892356	NGR	Aug12	overall	0.000947955026892356	17	1	1	Oryzihumus terrae
asv_001303	0.00100331436869829	RGB	Aug12	overall	0.00100331436869829	22	1	1	Oryzihumus terrae
asv_001303	0.00169625525181678	VARI	Aug12	overall	0.00169625525181678	13	1	1	Oryzihumus terrae
asv_001305	0.000215103293361229	NGR	Sept5	overall	0.000215103293361229	27	1	1	Pseudomonas parafulva
asv_001305	0.000440591702679444	VARI	Sept5	overall	0.000440591702679444	25	1	1	Pseudomonas parafulva
asv_001305	0.000432869327787581	MGR	Sept5	overall	0.000432869327787581	27	1	1	Pseudomonas parafulva
asv_001316	0.0150548355945726	VEG	Aug22	overall	0.0150548355945726	20	1	1	Candidatus Udaeobacter copiosus
asv_001325	-9.61841782389281e-05	GLI	Sept5	overall	9.61841782389281e-05	36	1	1	Bacillus aryabhattai
asv_001325	-0.00022939646445946	NGR	Sept5	overall	0.00022939646445946	22	1	1	Bacillus aryabhattai
asv_001325	-0.000462151933523735	MGR	Sept5	overall	0.000462151933523735	22	1	1	Bacillus aryabhattai
asv_001325	-0.000452962933918328	VARI	Sept5	overall	0.000452962933918328	22	1	1	Bacillus aryabhattai
asv_001327	0.0169400722491149	VEG	Aug12	overall	0.0169400722491149	17	1	1	Solirubrobacter
asv_001340	0.113083393235006	Woebbecke	Aug12	overall	0.113083393235006	36	1	1	Streptomyces puniciscabiei-clavuligerus
asv_001370	-0.0500969276192959	Woebbecke	Sept5	overall	0.0500969276192959	9	1	1	Massilia violaceinigra
asv_001371	0.126172006476743	Woebbecke	Aug22	overall	0.126172006476743	16	1	1	Bacillus aryabhattai
asv_001387	0.000785056036098348	VARI	Aug22	overall	0.000785056036098348	24	1	1	Luteolibacter pohnpeiensis
asv_001387	0.00045335749032116	NGR	Aug22	overall	0.00045335749032116	27	1	1	Luteolibacter pohnpeiensis
asv_001387	0.000870886705723445	MGR	Aug22	overall	0.000870886705723445	25	1	1	Luteolibacter pohnpeiensis
asv_001390	-0.0199974737106222	VEG	Aug12	overall	0.0199974737106222	8	1	1	Aridibacter
asv_001395	0.114560015968451	Woebbecke	Aug22	overall	0.114560015968451	29	1	1	Kribbella karoonensis
asv_001409	0.0138525885751666	VEG	Aug22	overall	0.0138525885751666	34	1	1	Dyadobacter fermentans 1
asv_001409	0.000849776129754048	VARI	Aug22	overall	0.000849776129754048	15	1	1	Dyadobacter fermentans 1
asv_001409	0.00044206697211451	ExG	Aug22	overall	0.00044206697211451	19	1	1	Dyadobacter fermentans 1
asv_001409	0.000585309731388961	RGB	Aug22	overall	0.000585309731388961	20	1	1	Dyadobacter fermentans 1
asv_001409	0.000272910123327045	GLI	Aug22	overall	0.000272910123327045	20	1	1	Dyadobacter fermentans 1
asv_001409	0.00049876702460077	NGR	Aug22	overall	0.00049876702460077	15	1	1	Dyadobacter fermentans 1
asv_001409	0.000945157905800985	MGR	Aug22	overall	0.000945157905800985	16	1	1	Dyadobacter fermentans 1
asv_001414	0.00045990021949147	NGR	Aug22	overall	0.00045990021949147	24	1	1	Piscinibacter
asv_001414	0.000803242587249427	VARI	Aug22	overall	0.000803242587249427	20	1	1	Piscinibacter
asv_001414	0.0152777470385233	VEG	Aug22	overall	0.0152777470385233	18	1	1	Piscinibacter
asv_001414	0.000870747222074894	MGR	Aug22	overall	0.000870747222074894	26	1	1	Piscinibacter
asv_001435	-0.0178819795304081	VEG	Aug22	overall	0.0178819795304081	6	1	1	Chitinophaga polysaccharea
asv_001437	-0.000698187139207074	ExG	Aug12	overall	0.000698187139207074	32	1	1	Amycolatopsis mediterranei
asv_001437	-0.000599400670657083	RGB	Aug22	overall	0.000599400670657083	15	1	1	Amycolatopsis mediterranei
asv_001437	-0.000782009508131576	VARI	Aug22	overall	0.000782009508131576	27	1	1	Amycolatopsis mediterranei
asv_001437	-0.000476322882211341	ExG	Aug22	overall	0.000476322882211341	11	1	1	Amycolatopsis mediterranei
asv_001437	-0.00028051967371557	GLI	Aug22	overall	0.00028051967371557	15	1	1	Amycolatopsis mediterranei
asv_001437	-0.000942452110241852	MGR	Aug22	overall	0.000942452110241852	18	1	1	Amycolatopsis mediterranei
asv_001437	-0.000498594220722261	NGR	Aug22	overall	0.000498594220722261	16	1	1	Amycolatopsis mediterranei
asv_001437	0.120183002685422	Woebbecke	Aug12	overall	0.120183002685422	24	1	1	Amycolatopsis mediterranei
asv_001437	0.120827929097145	Woebbecke	Aug22	overall	0.120827929097145	22	1	1	Amycolatopsis mediterranei
asv_001444	-0.116388524937621	Woebbecke	Aug12	overall	0.116388524937621	32	1	1	Gaiella
asv_001481	-0.116890291738088	Woebbecke	Aug12	overall	0.116890291738088	30	1	1	Streptomyces puniciscabiei-clavuligerus
asv_001503	0.00016766498666892	RGB	Sept5	overall	0.00016766498666892	32	1	1	Mycobacterium
asv_001503	9.97363543103896e-05	GLI	Sept5	overall	9.97363543103896e-05	29	1	1	Mycobacterium
asv_001511	0.000846137626508153	ExG	Aug12	overall	0.000846137626508153	11	1	1	Kitasatospora setae
asv_001511	0.00113042043366874	RGB	Aug12	overall	0.00113042043366874	9	1	1	Kitasatospora setae
asv_001511	0.00185684406640228	MGR	Aug12	overall	0.00185684406640228	19	1	1	Kitasatospora setae
asv_001511	0.000649134409949995	GLI	Aug12	overall	0.000649134409949995	10	1	1	Kitasatospora setae
asv_001511	0.000934462829893855	NGR	Aug12	overall	0.000934462829893855	19	1	1	Kitasatospora setae
asv_001511	0.00159737040220862	VARI	Aug12	overall	0.00159737040220862	22	1	1	Kitasatospora setae
asv_001546	0.0118698896541742	VEG	Sept5	overall	0.0118698896541742	33	1	1	Mesorhizobium huakuii
asv_001548	-0.00182640235762337	MGR	Aug12	overall	0.00182640235762337	24	1	1	Skermanella
asv_001548	-0.000919505230551812	NGR	Aug12	overall	0.000919505230551812	24	1	1	Skermanella
asv_001548	-0.000558461313028662	GLI	Aug12	overall	0.000558461313028662	26	1	1	Skermanella
asv_001548	0.120237382867886	Woebbecke	Aug12	overall	0.120237382867886	23	1	1	Skermanella
asv_001548	-0.000987881022078379	RGB	Aug12	overall	0.000987881022078379	24	1	1	Skermanella
asv_001548	-0.000724129063810963	ExG	Aug12	overall	0.000724129063810963	25	1	1	Skermanella
asv_001548	-0.00162557471830116	VARI	Aug12	overall	0.00162557471830116	19	1	1	Skermanella
asv_001563	0.000409615246190385	VARI	Sept5	overall	0.000409615246190385	36	1	1	Massilia niabensis
asv_001588	0.0426941586109027	Woebbecke	Sept5	overall	0.0426941586109027	30	1	1	Conexibacter
asv_001602	0.110584890774505	Woebbecke	Aug22	overall	0.110584890774505	34	1	1	Niastella
asv_001631	-0.000491182900056886	RGB	Aug22	overall	0.000491182900056886	36	1	1	Chitinophaga polysaccharea
asv_001637	0.016214988848335	VEG	Aug12	overall	0.016214988848335	25	1	1	Sphingomonas azotifigens-paucimobilis-leidyi
asv_001642	0.000851899809724256	ExG	Aug12	overall	0.000851899809724256	9	1	1	Acinetobacter johnsonii
asv_001642	-0.13397664572083	Woebbecke	Aug12	overall	0.13397664572083	12	1	1	Acinetobacter johnsonii
asv_001642	0.0018907730055798	VARI	Aug12	overall	0.0018907730055798	5	1	1	Acinetobacter johnsonii
asv_001642	0.00109429718533816	NGR	Aug12	overall	0.00109429718533816	5	1	1	Acinetobacter johnsonii
asv_001642	0.000656087011362283	GLI	Aug12	overall	0.000656087011362283	9	1	1	Acinetobacter johnsonii
asv_001642	0.00217133847341732	MGR	Aug12	overall	0.00217133847341732	5	1	1	Acinetobacter johnsonii
asv_001642	0.00112867912843028	RGB	Aug12	overall	0.00112867912843028	10	1	1	Acinetobacter johnsonii
asv_001651	0.000505581125861095	RGB	Aug22	overall	0.000505581125861095	35	1	1	Catenulispora acidiphila
asv_001651	0.000391581207530294	ExG	Aug22	overall	0.000391581207530294	30	1	1	Catenulispora acidiphila
asv_001661	-0.0139939629310184	VEG	Aug22	overall	0.0139939629310184	32	1	1	Knoellia-Lapillicoccus
asv_001661	-0.0201922093932223	VEG	Aug12	overall	0.0201922093932223	7	1	1	Knoellia-Lapillicoccus
asv_001661	-0.0130812274311397	VEG	Sept5	overall	0.0130812274311397	19	1	1	Knoellia-Lapillicoccus
asv_001695	-0.13420232396113	Woebbecke	Aug12	overall	0.13420232396113	10	1	1	Galbitalea
asv_001695	-0.0152124883407648	VEG	Sept5	overall	0.0152124883407648	8	1	1	Galbitalea
asv_001705	-0.130064809520449	Woebbecke	Aug22	overall	0.130064809520449	14	1	1	Pseudomonas parafulva
asv_001705	0.000384772968130578	ExG	Aug22	overall	0.000384772968130578	33	1	1	Pseudomonas parafulva
asv_001705	0.000236074942179113	GLI	Aug22	overall	0.000236074942179113	34	1	1	Pseudomonas parafulva
asv_001705	0.000513012345154001	RGB	Aug22	overall	0.000513012345154001	30	1	1	Pseudomonas parafulva
asv_001722	0.0193787401373963	VEG	Aug12	overall	0.0193787401373963	10	1	1	Chryseobacterium taiwanense
asv_001726	-0.000954488174707338	RGB	Aug12	overall	0.000954488174707338	28	1	1	Rhizobium daejeonense
asv_001726	-0.000534846295654714	GLI	Aug12	overall	0.000534846295654714	34	1	1	Rhizobium daejeonense
asv_001727	0.0157785134311909	VEG	Aug12	overall	0.0157785134311909	35	1	1	Rudaea
asv_001741	-0.000620748507660426	GLI	Aug12	overall	0.000620748507660426	13	1	1	Rhizobium phaseoli-multihospitium-favelukesii
asv_001741	-0.000806431286265414	ExG	Aug12	overall	0.000806431286265414	14	1	1	Rhizobium phaseoli-multihospitium-favelukesii
asv_001741	-0.00107152796303185	RGB	Aug12	overall	0.00107152796303185	13	1	1	Rhizobium phaseoli-multihospitium-favelukesii
asv_001741	0.130445915339096	Woebbecke	Aug22	overall	0.130445915339096	13	1	1	Rhizobium phaseoli-multihospitium-favelukesii
asv_001796	0.00145681118881796	VARI	Aug12	overall	0.00145681118881796	34	1	1	Skermanella
asv_001796	0.000600111086662403	GLI	Aug12	overall	0.000600111086662403	18	1	1	Skermanella
asv_001796	0.00169165184778929	MGR	Aug12	overall	0.00169165184778929	31	1	1	Skermanella
asv_001796	0.000853075660207212	NGR	Aug12	overall	0.000853075660207212	32	1	1	Skermanella
asv_001796	0.00104400328806632	RGB	Aug12	overall	0.00104400328806632	16	1	1	Skermanella
asv_001796	0.000774671820356379	ExG	Aug12	overall	0.000774671820356379	19	1	1	Skermanella
asv_001812	0.000116955737293665	GLI	Sept5	overall	0.000116955737293665	13	1	1	Sphingomonas limnosediminicola
asv_001812	0.000241295423416761	NGR	Sept5	overall	0.000241295423416761	16	1	1	Sphingomonas limnosediminicola
asv_001812	0.000202428231146091	RGB	Sept5	overall	0.000202428231146091	12	1	1	Sphingomonas limnosediminicola
asv_001812	0.000482409995470524	VARI	Sept5	overall	0.000482409995470524	14	1	1	Sphingomonas limnosediminicola
asv_001812	0.000141843974368502	ExG	Sept5	overall	0.000141843974368502	16	1	1	Sphingomonas limnosediminicola
asv_001812	0.000486525279800194	MGR	Sept5	overall	0.000486525279800194	16	1	1	Sphingomonas limnosediminicola
asv_001818	0.000598083247964193	RGB	Aug22	overall	0.000598083247964193	16	1	1	Nocardioides
asv_001818	-0.142637851936022	Woebbecke	Aug22	overall	0.142637851936022	6	1	1	Nocardioides
asv_001818	0.000272913265777257	GLI	Aug22	overall	0.000272913265777257	19	1	1	Nocardioides
asv_001818	0.000467681682977933	ExG	Aug22	overall	0.000467681682977933	14	1	1	Nocardioides
asv_001818	0.000431467885299657	NGR	Aug22	overall	0.000431467885299657	34	1	1	Nocardioides
asv_001822	-0.00201213776472073	MGR	Aug12	overall	0.00201213776472073	11	1	1	Skermanella
asv_001822	-0.000573540499761585	GLI	Aug12	overall	0.000573540499761585	21	1	1	Skermanella
asv_001822	-0.000709254597349738	ExG	Aug12	overall	0.000709254597349738	28	1	1	Skermanella
asv_001822	-0.00179969041875922	VARI	Aug12	overall	0.00179969041875922	8	1	1	Skermanella
asv_001822	-0.015559952629821	VEG	Sept5	overall	0.015559952629821	5	1	1	Skermanella
asv_001822	-0.0010132805156326	NGR	Aug12	overall	0.0010132805156326	11	1	1	Skermanella
asv_001822	-0.00094582944520792	RGB	Aug12	overall	0.00094582944520792	30	1	1	Skermanella
asv_001828	0.015952780526388	VEG	Sept5	overall	0.015952780526388	4	1	1	Gemmatimonas
asv_001866	-0.0119751637541122	VEG	Sept5	overall	0.0119751637541122	29	1	1	Bacillus aryabhattai
asv_001866	-0.0004210444621257	VARI	Sept5	overall	0.0004210444621257	32	1	1	Bacillus aryabhattai
asv_001885	-0.012315408720366	VEG	Sept5	overall	0.012315408720366	24	1	1	f_Sphingobacteriaceae Unknown Genus
asv_001891	0.000970615070822298	RGB	Aug12	overall	0.000970615070822298	25	1	1	Skermanella
asv_001891	0.000559365799520197	GLI	Aug12	overall	0.000559365799520197	25	1	1	Skermanella
asv_001891	0.000712487286294354	ExG	Aug12	overall	0.000712487286294354	26	1	1	Skermanella
asv_001896	-0.11819448200796	Woebbecke	Aug12	overall	0.11819448200796	28	1	1	Candidatus Udaeobacter copiosus
asv_001913	-0.140118734061178	Woebbecke	Aug12	overall	0.140118734061178	9	1	1	Nocardioides
asv_001918	-0.0450468235650207	Woebbecke	Sept5	overall	0.0450468235650207	20	1	1	Catenulispora acidiphila
asv_001923	0.000705022456711804	ExG	Aug12	overall	0.000705022456711804	29	1	1	f_A21b
asv_001923	0.000533138805005299	GLI	Aug12	overall	0.000533138805005299	35	1	1	f_A21b
asv_001969	-0.0434182843007536	Woebbecke	Sept5	overall	0.0434182843007536	26	1	1	Streptomyces puniciscabiei-clavuligerus
asv_001981	0.012909051492862	VEG	Sept5	overall	0.012909051492862	20	1	1	Chryseobacterium taiwanense
asv_002018	-0.0161683470334393	VEG	Aug12	overall	0.0161683470334393	28	1	1	Pelomonas saccharophila
asv_002046	0.127928719581329	Woebbecke	Aug12	overall	0.127928719581329	18	1	1	Candidatus Nitrocosmicus oleophilus
asv_002046	0.1335284280078	Woebbecke	Aug22	overall	0.1335284280078	11	1	1	Candidatus Nitrocosmicus oleophilus
asv_002153	-0.000749467010288525	VARI	Aug22	overall	0.000749467010288525	30	1	1	Streptomyces puniciscabiei-clavuligerus
asv_002153	-0.000443924051142274	NGR	Aug22	overall	0.000443924051142274	28	1	1	Streptomyces puniciscabiei-clavuligerus
asv_002153	-0.0140775593096641	VEG	Aug22	overall	0.0140775593096641	29	1	1	Streptomyces puniciscabiei-clavuligerus
asv_002153	-0.000843527793355465	MGR	Aug22	overall	0.000843527793355465	30	1	1	Streptomyces puniciscabiei-clavuligerus
asv_002229	0.0150446656913248	VEG	Aug22	overall	0.0150446656913248	22	1	1	Mucilaginibacter ximonensis
asv_002245	-0.0118811618213659	VEG	Sept5	overall	0.0118811618213659	32	1	1	Acidothermus
asv_002293	0.0175458002436273	VEG	Aug12	overall	0.0175458002436273	14	1	1	Ilumatobacter
asv_002318	-0.000835458301741684	NGR	Aug12	overall	0.000835458301741684	34	1	1	Microbacterium testaceum
asv_002318	-0.00165650133528033	MGR	Aug12	overall	0.00165650133528033	34	1	1	Microbacterium testaceum
asv_002334	-0.000425128904867922	VARI	Sept5	overall	0.000425128904867922	30	1	1	RB41 sp 2
asv_002345	-0.118012615076312	Woebbecke	Aug12	overall	0.118012615076312	29	1	1	f_Blastocatellaceae Unknown Genus
asv_002397	0.113627028944046	Woebbecke	Aug12	overall	0.113627028944046	35	1	1	Archangium gephyra
asv_002404	0.118322021584196	Woebbecke	Aug12	overall	0.118322021584196	27	1	1	Candidatus Udaeobacter copiosus
asv_002456	0.000699113040586404	ExG	Aug12	overall	0.000699113040586404	30	1	1	Rhodoplanes
asv_002469	0.000561550579492203	VARI	Sept5	overall	0.000561550579492203	7	1	1	Stenotrophomonas maltophilia
asv_002469	0.000509199046849331	MGR	Sept5	overall	0.000509199046849331	11	1	1	Stenotrophomonas maltophilia
asv_002469	0.000253071695522839	NGR	Sept5	overall	0.000253071695522839	11	1	1	Stenotrophomonas maltophilia
asv_002568	0.112269596798482	Woebbecke	Aug22	overall	0.112269596798482	30	1	1	Flavisolibacter-Puia
asv_002811	-0.011963163663221	VEG	Sept5	overall	0.011963163663221	30	1	1	Nocardioides
asv_002834	-0.0010212838021998	RGB	Aug12	overall	0.0010212838021998	20	1	1	Sphingomonas limnosediminicola
asv_002834	0.156000747247125	Woebbecke	Aug12	overall	0.156000747247125	6	1	1	Sphingomonas limnosediminicola
asv_002834	-0.000605177958394981	GLI	Aug12	overall	0.000605177958394981	17	1	1	Sphingomonas limnosediminicola
asv_002834	-0.000788805408517594	ExG	Aug12	overall	0.000788805408517594	17	1	1	Sphingomonas limnosediminicola
asv_002834	-0.000834216280958963	NGR	Aug12	overall	0.000834216280958963	35	1	1	Sphingomonas limnosediminicola
asv_002834	-0.00165260112492912	MGR	Aug12	overall	0.00165260112492912	35	1	1	Sphingomonas limnosediminicola
asv_002834	0.129128473765207	Woebbecke	Aug22	overall	0.129128473765207	15	1	1	Sphingomonas limnosediminicola
asv_002854	0.000923845283954803	RGB	Aug12	overall	0.000923845283954803	35	1	1	Mucilaginibacter ximonensis
asv_002854	-0.130137141740044	Woebbecke	Aug12	overall	0.130137141740044	16	1	1	Mucilaginibacter ximonensis
asv_002854	-0.0170258171468101	VEG	Aug22	overall	0.0170258171468101	8	1	1	Mucilaginibacter ximonensis
asv_002897	0.011918316350571	VEG	Sept5	overall	0.011918316350571	31	1	1	Nocardioides
asv_002897	0.000208373579635885	NGR	Sept5	overall	0.000208373579635885	32	1	1	Nocardioides
asv_002897	0.0135897866514335	VEG	Aug22	overall	0.0135897866514335	36	1	1	Nocardioides
asv_002897	0.000440153461219216	VARI	Sept5	overall	0.000440153461219216	26	1	1	Nocardioides
asv_002897	0.000422193485954083	MGR	Sept5	overall	0.000422193485954083	31	1	1	Nocardioides
asv_002932	0.0199036340167296	VEG	Aug12	overall	0.0199036340167296	9	1	1	Terracidiphilus
asv_002932	0.0137980838038428	VEG	Sept5	overall	0.0137980838038428	13	1	1	Terracidiphilus
asv_002977	0.0140133377038414	VEG	Aug22	overall	0.0140133377038414	31	1	1	Sphingomonas azotifigens-paucimobilis-leidyi
asv_003039	0.143317143988853	Woebbecke	Aug22	overall	0.143317143988853	5	1	1	Amycolatopsis mediterranei
asv_003039	0.044539449301884	Woebbecke	Sept5	overall	0.044539449301884	23	1	1	Amycolatopsis mediterranei
asv_003127	0.015224422742119	VEG	Aug22	overall	0.015224422742119	19	1	1	Candidatus Nitrocosmicus oleophilus
asv_003202	0.0014272690684701	VARI	Aug12	overall	0.0014272690684701	36	1	1	Acidothermus
asv_003228	0.000559707862043405	RGB	Aug22	overall	0.000559707862043405	21	1	1	Pedobacter agri
asv_003228	0.000940960381049198	VARI	Aug22	overall	0.000940960381049198	7	1	1	Pedobacter agri
asv_003228	0.000552892752798434	NGR	Aug22	overall	0.000552892752798434	7	1	1	Pedobacter agri
asv_003228	0.00104495144806452	MGR	Aug22	overall	0.00104495144806452	7	1	1	Pedobacter agri
asv_003228	0.000432976053247621	ExG	Aug22	overall	0.000432976053247621	21	1	1	Pedobacter agri
asv_003228	0.0165956596202219	VEG	Aug22	overall	0.0165956596202219	12	1	1	Pedobacter agri
asv_003228	0.000264721610110701	GLI	Aug22	overall	0.000264721610110701	22	1	1	Pedobacter agri
asv_003241	0.0117337486625718	VEG	Sept5	overall	0.0117337486625718	34	1	1	Rhizobium phaseoli-multihospitium-favelukesii
asv_003303	-0.00147207326431483	VARI	Aug12	overall	0.00147207326431483	33	1	1	Bacillus anthracis
asv_003330	-0.123317580416357	Woebbecke	Aug22	overall	0.123317580416357	19	1	1	Pedobacter agri
asv_003487	0.0160045531286663	VEG	Aug12	overall	0.0160045531286663	30	1	1	Salmonella sp 1
asv_003592	-0.0158664265168909	VEG	Aug12	overall	0.0158664265168909	32	1	1	f_Xanthomonadaceae Unknown Genus
asv_003592	-0.0149720218993852	VEG	Aug22	overall	0.0149720218993852	23	1	1	f_Xanthomonadaceae Unknown Genus
asv_003617	0.0162286335995554	VEG	Aug12	overall	0.0162286335995554	24	1	1	Pelomonas saccharophila
asv_004433	-0.0140225177915905	VEG	Aug22	overall	0.0140225177915905	30	1	1	Sphingomonas crusticola
asv_004451	-0.0140734318263444	VEG	Sept5	overall	0.0140734318263444	12	1	1	Duganella zoogloeoides
asv_000009	-0.000317777180625263	VARI	Aug22	HN	0.000317777180625263	26	1	1	Enterobacter
asv_000011	5.97586059603427e-10	ExG	Sept5	HN	5.97586059603427e-10	7	1	1	Ralstonia pickettii
asv_000011	7.02807095358265e-06	NGR	Sept5	HN	7.02807095358265e-06	33	1	1	Ralstonia pickettii
asv_000011	7.92043700528318e-10	RGB	Sept5	HN	7.92043700528318e-10	7	1	1	Ralstonia pickettii
asv_000011	4.46389780978495e-10	GLI	Sept5	HN	4.46389780978495e-10	5	1	1	Ralstonia pickettii
asv_000011	1.34617813303163e-05	MGR	Sept5	HN	1.34617813303163e-05	32	1	1	Ralstonia pickettii
asv_000012	3.16240725414545e-10	GLI	Sept5	HN	3.16240725414545e-10	36	1	1	Ralstonia pickettii
asv_000020	-0.00687987421914908	VEG	Aug12	HN	0.00687987421914908	19	1	1	Enterobacter
asv_000027	0.000247827781358364	NGR	Aug22	HN	0.000247827781358364	16	1	1	Ralstonia pickettii
asv_000027	0.000373904170281196	VARI	Aug22	HN	0.000373904170281196	6	1	1	Ralstonia pickettii
asv_000027	0.000501700168425952	MGR	Aug22	HN	0.000501700168425952	16	1	1	Ralstonia pickettii
asv_000036	-0.00733987717412068	VEG	Aug12	HN	0.00733987717412068	12	1	1	Enterobacter
asv_000049	-4.2939224265484e-10	ExG	Sept5	HN	4.2939224265484e-10	36	1	1	Dyella jiangningensis
asv_000055	6.28338118204522e-10	RGB	Sept5	HN	6.28338118204522e-10	22	1	1	Ralstonia pickettii
asv_000055	4.73946611816144e-10	ExG	Sept5	HN	4.73946611816144e-10	19	1	1	Ralstonia pickettii
asv_000055	3.55542926328504e-10	GLI	Sept5	HN	3.55542926328504e-10	16	1	1	Ralstonia pickettii
asv_000063	-5.93781209655894e-10	RGB	Sept5	HN	5.93781209655894e-10	30	1	1	Dyella jiangningensis
asv_000063	-4.47886620990505e-10	ExG	Sept5	HN	4.47886620990505e-10	29	1	1	Dyella jiangningensis
asv_000067	-4.31074737117634e-10	ExG	Sept5	HN	4.31074737117634e-10	34	1	1	Burkholderia pseudomallei
asv_000067	-5.91979653167549e-10	RGB	Sept5	HN	5.91979653167549e-10	32	1	1	Burkholderia pseudomallei
asv_000067	-3.2885290959185e-10	GLI	Sept5	HN	3.2885290959185e-10	28	1	1	Burkholderia pseudomallei
asv_000070	-6.71512902778354e-10	RGB	Sept5	HN	6.71512902778354e-10	14	1	1	Dyella jiangningensis
asv_000070	-3.53534664286383e-10	GLI	Sept5	HN	3.53534664286383e-10	19	1	1	Dyella jiangningensis
asv_000070	0.0364655361901229	Woebbecke	Sept5	HN	0.0364655361901229	11	1	1	Dyella jiangningensis
asv_000070	-5.03652973693421e-10	ExG	Sept5	HN	5.03652973693421e-10	15	1	1	Dyella jiangningensis
asv_000071	-4.52315509455536e-10	ExG	Sept5	HN	4.52315509455536e-10	27	1	1	Dyella jiangningensis
asv_000071	-0.000354739567870728	VARI	Aug22	HN	0.000354739567870728	11	1	1	Dyella jiangningensis
asv_000071	-5.96477526477058e-10	RGB	Sept5	HN	5.96477526477058e-10	29	1	1	Dyella jiangningensis
asv_000071	0.0394545743939792	Woebbecke	Sept5	HN	0.0394545743939792	6	1	1	Dyella jiangningensis
asv_000071	-0.000234326067421929	NGR	Aug22	HN	0.000234326067421929	19	1	1	Dyella jiangningensis
asv_000071	-0.000471220305882826	MGR	Aug22	HN	0.000471220305882826	21	1	1	Dyella jiangningensis
asv_000083	-0.000600870320602044	RGB	Aug12	HN	0.000600870320602044	36	1	1	Dyella jiangningensis
asv_000083	-0.000474302894120784	RGB	Aug22	HN	0.000474302894120784	12	1	1	Dyella jiangningensis
asv_000083	-0.000252717384380102	GLI	Aug22	HN	0.000252717384380102	14	1	1	Dyella jiangningensis
asv_000083	-5.68036755185179e-10	ExG	Sept5	HN	5.68036755185179e-10	9	1	1	Dyella jiangningensis
asv_000083	0.0430148754264835	Woebbecke	Sept5	HN	0.0430148754264835	2	1	1	Dyella jiangningensis
asv_000083	-0.00043122093645689	NGR	Aug12	HN	0.00043122093645689	33	1	1	Dyella jiangningensis
asv_000083	-0.000457909773952536	ExG	Aug12	HN	0.000457909773952536	34	1	1	Dyella jiangningensis
asv_000083	-0.000525833837979582	MGR	Aug22	HN	0.000525833837979582	11	1	1	Dyella jiangningensis
asv_000083	-3.97267840943822e-10	GLI	Sept5	HN	3.97267840943822e-10	10	1	1	Dyella jiangningensis
asv_000083	-0.000260703274966329	NGR	Aug22	HN	0.000260703274966329	9	1	1	Dyella jiangningensis
asv_000083	-0.000354019885452524	ExG	Aug22	HN	0.000354019885452524	12	1	1	Dyella jiangningensis
asv_000083	-7.49302931599969e-10	RGB	Sept5	HN	7.49302931599969e-10	9	1	1	Dyella jiangningensis
asv_000083	-0.000363731707134431	VARI	Aug22	HN	0.000363731707134431	8	1	1	Dyella jiangningensis
asv_000085	-8.18573857209732e-06	NGR	Sept5	HN	8.18573857209732e-06	12	1	1	Dyella jiangningensis
asv_000085	-1.55430551788667e-05	MGR	Sept5	HN	1.55430551788667e-05	12	1	1	Dyella jiangningensis
asv_000085	-4.18934059245964e-10	GLI	Sept5	HN	4.18934059245964e-10	8	1	1	Dyella jiangningensis
asv_000085	0.033701879386139	Woebbecke	Sept5	HN	0.033701879386139	17	1	1	Dyella jiangningensis
asv_000085	-8.74695293597397e-05	VARI	Sept5	HN	8.74695293597397e-05	32	1	1	Dyella jiangningensis
asv_000085	-7.91095887607642e-10	RGB	Sept5	HN	7.91095887607642e-10	8	1	1	Dyella jiangningensis
asv_000085	-5.93763998052866e-10	ExG	Sept5	HN	5.93763998052866e-10	8	1	1	Dyella jiangningensis
asv_000095	0.00769332154273546	VEG	Sept5	HN	0.00769332154273546	3	1	1	Acinetobacter nosocomialis
asv_000095	0.000892925415269847	VARI	Aug12	HN	0.000892925415269847	6	1	1	Acinetobacter nosocomialis
asv_000095	0.000513237003115379	NGR	Aug12	HN	0.000513237003115379	9	1	1	Acinetobacter nosocomialis
asv_000095	1.36733758437573e-05	NGR	Sept5	HN	1.36733758437573e-05	1	1	1	Acinetobacter nosocomialis
asv_000095	9.52007735584037e-10	RGB	Sept5	HN	9.52007735584037e-10	1	1	1	Acinetobacter nosocomialis
